[2025-02-14 13:05:48,729] [DXL_Communication] [WARNING]: updateMotorData : Failed: [TxRxResult] Incorrect status packet!
[2025-02-14 13:25:11,403] [DXL_Communication .DXL_motor_6] [DEBUG]: closeLog : Remove handler from DXL_Motor 6
[2025-02-14 13:25:11,403] [DXL_Communication .DXL_motor_7] [DEBUG]: closeLog : Remove handler from DXL_Motor 7
[2025-02-14 13:25:11,403] [DXL_Communication .DXL_motor_8] [DEBUG]: closeLog : Remove handler from DXL_Motor 8
[2025-02-14 13:25:11,404] [DXL_Communication .DXL_motor_9] [DEBUG]: closeLog : Remove handler from DXL_Motor 9
[2025-02-14 13:25:11,404] [DXL_Communication .DXL_motor_10] [DEBUG]: closeLog : Remove handler from DXL_Motor 10
[2025-02-14 13:25:11,405] [DXL_Communication .DXL_motor_11] [DEBUG]: closeLog : Remove handler from DXL_Motor 11
[2025-02-14 13:25:11,405] [DXL_Communication .DXL_motor_12] [DEBUG]: closeLog : Remove handler from DXL_Motor 12
[2025-02-14 13:25:11,406] [DXL_Communication .DXL_motor_13] [DEBUG]: closeLog : Remove handler from DXL_Motor 13
[2025-02-14 13:25:11,406] [DXL_Communication .DXL_motor_14] [DEBUG]: closeLog : Remove handler from DXL_Motor 14
[2025-02-14 13:25:11,409] [DXL_Communication] [INFO]: closeHandler : Close port
[2025-02-14 13:25:21,257] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to open the port
[2025-02-14 13:25:21,265] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to change the baudrate
[2025-02-14 13:25:21,300] [DXL_Communication .DXL_motor_1] [INFO]: pingMotor : [ID:001] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,332] [DXL_Communication .DXL_motor_2] [INFO]: pingMotor : [ID:002] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:21,364] [DXL_Communication .DXL_motor_3] [INFO]: pingMotor : [ID:003] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,396] [DXL_Communication .DXL_motor_4] [INFO]: pingMotor : [ID:004] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,428] [DXL_Communication .DXL_motor_5] [INFO]: pingMotor : [ID:005] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:21,460] [DXL_Communication .DXL_motor_6] [INFO]: pingMotor : [ID:006] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,492] [DXL_Communication .DXL_motor_7] [INFO]: pingMotor : [ID:007] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,524] [DXL_Communication .DXL_motor_8] [INFO]: pingMotor : [ID:008] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:21,556] [DXL_Communication .DXL_motor_9] [INFO]: pingMotor : [ID:009] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,588] [DXL_Communication .DXL_motor_10] [INFO]: pingMotor : [ID:010] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,620] [DXL_Communication .DXL_motor_11] [INFO]: pingMotor : [ID:011] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:21,652] [DXL_Communication .DXL_motor_12] [INFO]: pingMotor : [ID:012] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,684] [DXL_Communication .DXL_motor_13] [INFO]: pingMotor : [ID:013] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,716] [DXL_Communication .DXL_motor_14] [INFO]: pingMotor : [ID:014] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:21,732] [DXL_Communication .DXL_motor_1] [INFO]: rebootMotor : [ID:1] reboot Succeeded
[2025-02-14 13:25:21,748] [DXL_Communication .DXL_motor_2] [INFO]: rebootMotor : [ID:2] reboot Succeeded
[2025-02-14 13:25:21,785] [DXL_Communication .DXL_motor_3] [ERROR]: rebootMotor : ID:3 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:21,785] [DXL_Communication .DXL_motor_3] [INFO]: rebootMotor : [ID:3] reboot Succeeded
[2025-02-14 13:25:21,796] [DXL_Communication .DXL_motor_4] [INFO]: rebootMotor : [ID:4] reboot Succeeded
[2025-02-14 13:25:21,812] [DXL_Communication .DXL_motor_5] [INFO]: rebootMotor : [ID:5] reboot Succeeded
[2025-02-14 13:25:21,849] [DXL_Communication .DXL_motor_6] [ERROR]: rebootMotor : ID:6 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:21,849] [DXL_Communication .DXL_motor_6] [INFO]: rebootMotor : [ID:6] reboot Succeeded
[2025-02-14 13:25:21,860] [DXL_Communication .DXL_motor_7] [INFO]: rebootMotor : [ID:7] reboot Succeeded
[2025-02-14 13:25:21,876] [DXL_Communication .DXL_motor_8] [INFO]: rebootMotor : [ID:8] reboot Succeeded
[2025-02-14 13:25:21,913] [DXL_Communication .DXL_motor_9] [ERROR]: rebootMotor : ID:9 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:21,913] [DXL_Communication .DXL_motor_9] [INFO]: rebootMotor : [ID:9] reboot Succeeded
[2025-02-14 13:25:21,924] [DXL_Communication .DXL_motor_10] [INFO]: rebootMotor : [ID:10] reboot Succeeded
[2025-02-14 13:25:21,940] [DXL_Communication .DXL_motor_11] [INFO]: rebootMotor : [ID:11] reboot Succeeded
[2025-02-14 13:25:21,977] [DXL_Communication .DXL_motor_12] [ERROR]: rebootMotor : ID:12 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:21,977] [DXL_Communication .DXL_motor_12] [INFO]: rebootMotor : [ID:12] reboot Succeeded
[2025-02-14 13:25:21,988] [DXL_Communication .DXL_motor_13] [INFO]: rebootMotor : [ID:13] reboot Succeeded
[2025-02-14 13:25:22,025] [DXL_Communication .DXL_motor_14] [ERROR]: rebootMotor : ID:14 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:22,025] [DXL_Communication .DXL_motor_14] [INFO]: rebootMotor : [ID:14] reboot Succeeded
[2025-02-14 13:25:23,289] [DXL_Communication] [WARNING]: updateMotorData : Failed: [TxRxResult] Incorrect status packet!
[2025-02-14 13:25:23,300] [DXL_Communication .DXL_motor_1] [INFO]: enableMotor : Motor1 is successfully armed
[2025-02-14 13:25:23,316] [DXL_Communication .DXL_motor_2] [INFO]: enableMotor : Motor2 is successfully armed
[2025-02-14 13:25:23,332] [DXL_Communication .DXL_motor_3] [INFO]: enableMotor : Motor3 is successfully armed
[2025-02-14 13:25:23,348] [DXL_Communication .DXL_motor_4] [INFO]: enableMotor : Motor4 is successfully armed
[2025-02-14 13:25:23,364] [DXL_Communication .DXL_motor_5] [INFO]: enableMotor : Motor5 is successfully armed
[2025-02-14 13:25:23,380] [DXL_Communication .DXL_motor_6] [INFO]: enableMotor : Motor6 is successfully armed
[2025-02-14 13:25:23,396] [DXL_Communication .DXL_motor_7] [INFO]: enableMotor : Motor7 is successfully armed
[2025-02-14 13:25:23,412] [DXL_Communication .DXL_motor_8] [INFO]: enableMotor : Motor8 is successfully armed
[2025-02-14 13:25:23,428] [DXL_Communication .DXL_motor_9] [INFO]: enableMotor : Motor9 is successfully armed
[2025-02-14 13:25:23,444] [DXL_Communication .DXL_motor_10] [INFO]: enableMotor : Motor10 is successfully armed
[2025-02-14 13:25:23,460] [DXL_Communication .DXL_motor_11] [INFO]: enableMotor : Motor11 is successfully armed
[2025-02-14 13:25:23,476] [DXL_Communication .DXL_motor_12] [INFO]: enableMotor : Motor12 is successfully armed
[2025-02-14 13:25:23,492] [DXL_Communication .DXL_motor_13] [INFO]: enableMotor : Motor13 is successfully armed
[2025-02-14 13:25:23,508] [DXL_Communication .DXL_motor_14] [INFO]: enableMotor : Motor14 is successfully armed
[2025-02-14 13:25:27,556] [DXL_Communication .DXL_motor_1] [INFO]: disableMotor : Motor1 disarmed SUCCESSFULLY
[2025-02-14 13:25:27,572] [DXL_Communication .DXL_motor_2] [INFO]: disableMotor : Motor2 disarmed SUCCESSFULLY
[2025-02-14 13:25:27,587] [DXL_Communication .DXL_motor_3] [INFO]: disableMotor : Motor3 disarmed SUCCESSFULLY
[2025-02-14 13:25:27,603] [DXL_Communication .DXL_motor_4] [INFO]: disableMotor : Motor4 disarmed SUCCESSFULLY
[2025-02-14 13:25:27,620] [DXL_Communication .DXL_motor_5] [INFO]: disableMotor : Motor5 disarmed SUCCESSFULLY
[2025-02-14 13:25:40,224] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to open the port
[2025-02-14 13:25:40,232] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to change the baudrate
[2025-02-14 13:25:40,267] [DXL_Communication .DXL_motor_1] [INFO]: pingMotor : [ID:001] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,299] [DXL_Communication .DXL_motor_2] [INFO]: pingMotor : [ID:002] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:40,331] [DXL_Communication .DXL_motor_3] [INFO]: pingMotor : [ID:003] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,363] [DXL_Communication .DXL_motor_4] [INFO]: pingMotor : [ID:004] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,396] [DXL_Communication .DXL_motor_5] [INFO]: pingMotor : [ID:005] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:40,427] [DXL_Communication .DXL_motor_6] [INFO]: pingMotor : [ID:006] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,459] [DXL_Communication .DXL_motor_7] [INFO]: pingMotor : [ID:007] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,475] [DXL_Communication .DXL_motor_8] [INFO]: directReadData : dxl_err_msg : [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID: 8
[2025-02-14 13:25:40,491] [DXL_Communication .DXL_motor_8] [INFO]: pingMotor : DXL: Ping Error: [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID:8
[2025-02-14 13:25:40,491] [DXL_Communication] [WARNING]: createMotor : Motor 8 connect error
[2025-02-14 13:25:40,523] [DXL_Communication .DXL_motor_9] [INFO]: pingMotor : [ID:009] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,539] [DXL_Communication .DXL_motor_10] [INFO]: directReadData : dxl_err_msg : [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID: 10
[2025-02-14 13:25:40,555] [DXL_Communication .DXL_motor_10] [INFO]: pingMotor : DXL: Ping Error: [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID:10
[2025-02-14 13:25:40,555] [DXL_Communication] [WARNING]: createMotor : Motor 10 connect error
[2025-02-14 13:25:40,571] [DXL_Communication .DXL_motor_11] [INFO]: directReadData : dxl_err_msg : [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID: 11
[2025-02-14 13:25:40,587] [DXL_Communication .DXL_motor_11] [INFO]: pingMotor : DXL: Ping Error: [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID:11
[2025-02-14 13:25:40,587] [DXL_Communication] [WARNING]: createMotor : Motor 11 connect error
[2025-02-14 13:25:40,619] [DXL_Communication .DXL_motor_12] [INFO]: pingMotor : [ID:012] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,651] [DXL_Communication .DXL_motor_13] [INFO]: pingMotor : [ID:013] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,683] [DXL_Communication .DXL_motor_14] [INFO]: pingMotor : [ID:014] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:40,699] [DXL_Communication .DXL_motor_1] [INFO]: rebootMotor : [ID:1] reboot Succeeded
[2025-02-14 13:25:40,715] [DXL_Communication .DXL_motor_2] [INFO]: rebootMotor : [ID:2] reboot Succeeded
[2025-02-14 13:25:40,752] [DXL_Communication .DXL_motor_3] [ERROR]: rebootMotor : ID:3 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:40,752] [DXL_Communication .DXL_motor_3] [INFO]: rebootMotor : [ID:3] reboot Succeeded
[2025-02-14 13:25:40,763] [DXL_Communication .DXL_motor_4] [INFO]: rebootMotor : [ID:4] reboot Succeeded
[2025-02-14 13:25:40,779] [DXL_Communication .DXL_motor_5] [INFO]: rebootMotor : [ID:5] reboot Succeeded
[2025-02-14 13:25:40,816] [DXL_Communication .DXL_motor_6] [ERROR]: rebootMotor : ID:6 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:40,816] [DXL_Communication .DXL_motor_6] [INFO]: rebootMotor : [ID:6] reboot Succeeded
[2025-02-14 13:25:40,827] [DXL_Communication .DXL_motor_7] [INFO]: rebootMotor : [ID:7] reboot Succeeded
[2025-02-14 13:25:40,864] [DXL_Communication .DXL_motor_9] [ERROR]: rebootMotor : ID:9 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:40,864] [DXL_Communication .DXL_motor_9] [INFO]: rebootMotor : [ID:9] reboot Succeeded
[2025-02-14 13:25:40,875] [DXL_Communication .DXL_motor_12] [INFO]: rebootMotor : [ID:12] reboot Succeeded
[2025-02-14 13:25:40,891] [DXL_Communication .DXL_motor_13] [INFO]: rebootMotor : [ID:13] reboot Succeeded
[2025-02-14 13:25:40,928] [DXL_Communication .DXL_motor_14] [ERROR]: rebootMotor : ID:14 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:40,929] [DXL_Communication .DXL_motor_14] [INFO]: rebootMotor : [ID:14] reboot Succeeded
[2025-02-14 13:25:42,155] [DXL_Communication .DXL_motor_1] [INFO]: enableMotor : Motor1 is successfully armed
[2025-02-14 13:25:42,171] [DXL_Communication .DXL_motor_2] [INFO]: enableMotor : Motor2 is successfully armed
[2025-02-14 13:25:42,187] [DXL_Communication .DXL_motor_3] [INFO]: enableMotor : Motor3 is successfully armed
[2025-02-14 13:25:42,204] [DXL_Communication .DXL_motor_4] [INFO]: enableMotor : Motor4 is successfully armed
[2025-02-14 13:25:42,219] [DXL_Communication .DXL_motor_5] [INFO]: enableMotor : Motor5 is successfully armed
[2025-02-14 13:25:42,235] [DXL_Communication .DXL_motor_6] [INFO]: enableMotor : Motor6 is successfully armed
[2025-02-14 13:25:42,251] [DXL_Communication .DXL_motor_7] [INFO]: enableMotor : Motor7 is successfully armed
[2025-02-14 13:25:48,421] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to open the port
[2025-02-14 13:25:48,428] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to change the baudrate
[2025-02-14 13:25:48,463] [DXL_Communication .DXL_motor_1] [INFO]: pingMotor : [ID:001] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,494] [DXL_Communication .DXL_motor_2] [INFO]: pingMotor : [ID:002] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:48,527] [DXL_Communication .DXL_motor_3] [INFO]: pingMotor : [ID:003] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,559] [DXL_Communication .DXL_motor_4] [INFO]: pingMotor : [ID:004] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,591] [DXL_Communication .DXL_motor_5] [INFO]: pingMotor : [ID:005] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:25:48,623] [DXL_Communication .DXL_motor_6] [INFO]: pingMotor : [ID:006] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,654] [DXL_Communication .DXL_motor_7] [INFO]: pingMotor : [ID:007] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,671] [DXL_Communication .DXL_motor_8] [INFO]: directReadData : dxl_err_msg : [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID: 8
[2025-02-14 13:25:48,686] [DXL_Communication .DXL_motor_8] [INFO]: pingMotor : DXL: Ping Error: [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID:8
[2025-02-14 13:25:48,687] [DXL_Communication] [WARNING]: createMotor : Motor 8 connect error
[2025-02-14 13:25:48,718] [DXL_Communication .DXL_motor_9] [INFO]: pingMotor : [ID:009] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,750] [DXL_Communication .DXL_motor_10] [INFO]: pingMotor : [ID:010] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,766] [DXL_Communication .DXL_motor_11] [INFO]: directReadData : dxl_err_msg : [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID: 11
[2025-02-14 13:25:48,782] [DXL_Communication .DXL_motor_11] [INFO]: pingMotor : DXL: Ping Error: [RxPacketError] Hardware error occurred. Check the error at Control Table (Hardware Error Status)! at ID:11
[2025-02-14 13:25:48,783] [DXL_Communication] [WARNING]: createMotor : Motor 11 connect error
[2025-02-14 13:25:48,814] [DXL_Communication .DXL_motor_12] [INFO]: pingMotor : [ID:012] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,846] [DXL_Communication .DXL_motor_13] [INFO]: pingMotor : [ID:013] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,878] [DXL_Communication .DXL_motor_14] [INFO]: pingMotor : [ID:014] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:25:48,894] [DXL_Communication .DXL_motor_1] [INFO]: rebootMotor : [ID:1] reboot Succeeded
[2025-02-14 13:25:48,910] [DXL_Communication .DXL_motor_2] [INFO]: rebootMotor : [ID:2] reboot Succeeded
[2025-02-14 13:25:48,949] [DXL_Communication .DXL_motor_3] [ERROR]: rebootMotor : ID:3 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:48,949] [DXL_Communication .DXL_motor_3] [INFO]: rebootMotor : [ID:3] reboot Succeeded
[2025-02-14 13:25:48,958] [DXL_Communication .DXL_motor_4] [INFO]: rebootMotor : [ID:4] reboot Succeeded
[2025-02-14 13:25:48,974] [DXL_Communication .DXL_motor_5] [INFO]: rebootMotor : [ID:5] reboot Succeeded
[2025-02-14 13:25:49,011] [DXL_Communication .DXL_motor_6] [ERROR]: rebootMotor : ID:6 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:49,011] [DXL_Communication .DXL_motor_6] [INFO]: rebootMotor : [ID:6] reboot Succeeded
[2025-02-14 13:25:49,022] [DXL_Communication .DXL_motor_7] [INFO]: rebootMotor : [ID:7] reboot Succeeded
[2025-02-14 13:25:49,059] [DXL_Communication .DXL_motor_9] [ERROR]: rebootMotor : ID:9 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:49,059] [DXL_Communication .DXL_motor_9] [INFO]: rebootMotor : [ID:9] reboot Succeeded
[2025-02-14 13:25:49,070] [DXL_Communication .DXL_motor_10] [INFO]: rebootMotor : [ID:10] reboot Succeeded
[2025-02-14 13:25:49,107] [DXL_Communication .DXL_motor_12] [ERROR]: rebootMotor : ID:12 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:49,107] [DXL_Communication .DXL_motor_12] [INFO]: rebootMotor : [ID:12] reboot Succeeded
[2025-02-14 13:25:49,118] [DXL_Communication .DXL_motor_13] [INFO]: rebootMotor : [ID:13] reboot Succeeded
[2025-02-14 13:25:49,157] [DXL_Communication .DXL_motor_14] [ERROR]: rebootMotor : ID:14 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:25:49,157] [DXL_Communication .DXL_motor_14] [INFO]: rebootMotor : [ID:14] reboot Succeeded
[2025-02-14 13:25:50,389] [DXL_Communication] [WARNING]: updateMotorData : Failed: [TxRxResult] Incorrect status packet!
[2025-02-14 13:25:50,414] [DXL_Communication .DXL_motor_1] [INFO]: enableMotor : Motor1 is successfully armed
[2025-02-14 13:25:50,431] [DXL_Communication .DXL_motor_2] [INFO]: enableMotor : Motor2 is successfully armed
[2025-02-14 13:25:50,446] [DXL_Communication .DXL_motor_3] [INFO]: enableMotor : Motor3 is successfully armed
[2025-02-14 13:25:50,462] [DXL_Communication .DXL_motor_4] [INFO]: enableMotor : Motor4 is successfully armed
[2025-02-14 13:25:50,479] [DXL_Communication .DXL_motor_5] [INFO]: enableMotor : Motor5 is successfully armed
[2025-02-14 13:25:50,494] [DXL_Communication .DXL_motor_6] [INFO]: enableMotor : Motor6 is successfully armed
[2025-02-14 13:25:50,511] [DXL_Communication .DXL_motor_7] [INFO]: enableMotor : Motor7 is successfully armed
[2025-02-14 13:26:13,413] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to open the port
[2025-02-14 13:26:13,421] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to change the baudrate
[2025-02-14 13:26:13,456] [DXL_Communication .DXL_motor_1] [INFO]: pingMotor : [ID:001] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,488] [DXL_Communication .DXL_motor_2] [INFO]: pingMotor : [ID:002] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:26:13,520] [DXL_Communication .DXL_motor_3] [INFO]: pingMotor : [ID:003] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,552] [DXL_Communication .DXL_motor_4] [INFO]: pingMotor : [ID:004] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,584] [DXL_Communication .DXL_motor_5] [INFO]: pingMotor : [ID:005] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:26:13,616] [DXL_Communication .DXL_motor_6] [INFO]: pingMotor : [ID:006] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,648] [DXL_Communication .DXL_motor_7] [INFO]: pingMotor : [ID:007] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,680] [DXL_Communication .DXL_motor_8] [INFO]: pingMotor : [ID:008] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:26:13,712] [DXL_Communication .DXL_motor_9] [INFO]: pingMotor : [ID:009] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,744] [DXL_Communication .DXL_motor_10] [INFO]: pingMotor : [ID:010] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,776] [DXL_Communication .DXL_motor_11] [INFO]: pingMotor : [ID:011] ping Succeeded. Dynamixel model number : 1060
[2025-02-14 13:26:13,809] [DXL_Communication .DXL_motor_12] [INFO]: pingMotor : [ID:012] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,840] [DXL_Communication .DXL_motor_13] [INFO]: pingMotor : [ID:013] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,872] [DXL_Communication .DXL_motor_14] [INFO]: pingMotor : [ID:014] ping Succeeded. Dynamixel model number : 1090
[2025-02-14 13:26:13,888] [DXL_Communication .DXL_motor_1] [INFO]: rebootMotor : [ID:1] reboot Succeeded
[2025-02-14 13:26:13,904] [DXL_Communication .DXL_motor_2] [INFO]: rebootMotor : [ID:2] reboot Succeeded
[2025-02-14 13:26:13,941] [DXL_Communication .DXL_motor_3] [ERROR]: rebootMotor : ID:3 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:26:13,941] [DXL_Communication .DXL_motor_3] [INFO]: rebootMotor : [ID:3] reboot Succeeded
[2025-02-14 13:26:13,952] [DXL_Communication .DXL_motor_4] [INFO]: rebootMotor : [ID:4] reboot Succeeded
[2025-02-14 13:26:13,968] [DXL_Communication .DXL_motor_5] [INFO]: rebootMotor : [ID:5] reboot Succeeded
[2025-02-14 13:26:14,005] [DXL_Communication .DXL_motor_6] [ERROR]: rebootMotor : ID:6 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:26:14,005] [DXL_Communication .DXL_motor_6] [INFO]: rebootMotor : [ID:6] reboot Succeeded
[2025-02-14 13:26:14,016] [DXL_Communication .DXL_motor_7] [INFO]: rebootMotor : [ID:7] reboot Succeeded
[2025-02-14 13:26:14,032] [DXL_Communication .DXL_motor_8] [INFO]: rebootMotor : [ID:8] reboot Succeeded
[2025-02-14 13:26:14,069] [DXL_Communication .DXL_motor_9] [ERROR]: rebootMotor : ID:9 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:26:14,070] [DXL_Communication .DXL_motor_9] [INFO]: rebootMotor : [ID:9] reboot Succeeded
[2025-02-14 13:26:14,080] [DXL_Communication .DXL_motor_10] [INFO]: rebootMotor : [ID:10] reboot Succeeded
[2025-02-14 13:26:14,096] [DXL_Communication .DXL_motor_11] [INFO]: rebootMotor : [ID:11] reboot Succeeded
[2025-02-14 13:26:14,133] [DXL_Communication .DXL_motor_12] [ERROR]: rebootMotor : ID:12 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:26:14,133] [DXL_Communication .DXL_motor_12] [INFO]: rebootMotor : [ID:12] reboot Succeeded
[2025-02-14 13:26:14,144] [DXL_Communication .DXL_motor_13] [INFO]: rebootMotor : [ID:13] reboot Succeeded
[2025-02-14 13:26:14,181] [DXL_Communication .DXL_motor_14] [ERROR]: rebootMotor : ID:14 reboot Error: [TxRxResult] There is no status packet!
[2025-02-14 13:26:14,181] [DXL_Communication .DXL_motor_14] [INFO]: rebootMotor : [ID:14] reboot Succeeded
[2025-02-14 13:26:15,445] [DXL_Communication] [WARNING]: updateMotorData : Failed: [TxRxResult] Incorrect status packet!
[2025-02-14 13:26:15,456] [DXL_Communication .DXL_motor_1] [INFO]: enableMotor : Motor1 is successfully armed
[2025-02-14 13:26:15,472] [DXL_Communication .DXL_motor_2] [INFO]: enableMotor : Motor2 is successfully armed
[2025-02-14 13:26:15,488] [DXL_Communication .DXL_motor_3] [INFO]: enableMotor : Motor3 is successfully armed
[2025-02-14 13:26:15,504] [DXL_Communication .DXL_motor_4] [INFO]: enableMotor : Motor4 is successfully armed
[2025-02-14 13:26:15,520] [DXL_Communication .DXL_motor_5] [INFO]: enableMotor : Motor5 is successfully armed
[2025-02-14 13:26:15,536] [DXL_Communication .DXL_motor_6] [INFO]: enableMotor : Motor6 is successfully armed
[2025-02-14 13:26:15,552] [DXL_Communication .DXL_motor_7] [INFO]: enableMotor : Motor7 is successfully armed
[2025-02-14 13:26:15,568] [DXL_Communication .DXL_motor_8] [INFO]: enableMotor : Motor8 is successfully armed
[2025-02-14 13:26:15,584] [DXL_Communication .DXL_motor_9] [INFO]: enableMotor : Motor9 is successfully armed
[2025-02-14 13:26:15,600] [DXL_Communication .DXL_motor_10] [INFO]: enableMotor : Motor10 is successfully armed
[2025-02-14 13:26:15,616] [DXL_Communication .DXL_motor_11] [INFO]: enableMotor : Motor11 is successfully armed
[2025-02-14 13:26:15,632] [DXL_Communication .DXL_motor_12] [INFO]: enableMotor : Motor12 is successfully armed
[2025-02-14 13:26:15,648] [DXL_Communication .DXL_motor_13] [INFO]: enableMotor : Motor13 is successfully armed
[2025-02-14 13:26:15,664] [DXL_Communication .DXL_motor_14] [INFO]: enableMotor : Motor14 is successfully armed
[2025-02-14 13:28:44,522] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to open the port
[2025-02-14 13:28:44,530] [DXL_Communication] [INFO]: activateDXLConnection : Succeeded to change the baudrate
[2025-02-14 13:28:44,568] [DXL_Communication .DXL_motor_1] [INFO]: directReadData : com_err_msg : [TxRxResult] There is no status packet! at ID: 1
[2025-02-14 13:28:44,607] [DXL_Communication .DXL_motor_1] [INFO]: pingMotor : DXL: Ping Error: [TxRxResult] There is no status packet! at ID:1
[2025-02-14 13:28:44,608] [DXL_Communication] [WARNING]: createMotor : Motor 1 connect error
[2025-02-14 13:28:44,645] [DXL_Communication .DXL_motor_2] [INFO]: directReadData : com_err_msg : [TxRxResult] There is no status packet! at ID: 2
